B,U[-S]U[-C]
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]f
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-F
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,F[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,F]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-F
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]f
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-F
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,F[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,F]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]f
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-F
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,F]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,F[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]f
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-F
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,F[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]f
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-F
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,F[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-F
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,F[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-F
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,F[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-F
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-F
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
S,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
